,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,price
10,fjj5hk9vmfjaxq855OBQXQ,cozy-rice-new-york,Cozy Rice,https://s3-media2.fl.yelpcdn.com/bphoto/Ms5QAwWwg7cZLwI_GAI6Mw/o.jpg,False,https://www.yelp.com/biz/cozy-rice-new-york?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,5,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.5,[],+16463689897,(646) 368-9897,4976.557330400489,40.7515309,-73.9847935,42 W 38th St,,,New York,10018,US,NY,"['42 W 38th St', 'New York, NY 10018']",
11,cmUz0J5Q-dZYIPi0gMvIYA,oh-dumplings-brooklyn-3,Oh Dumplings,https://s3-media1.fl.yelpcdn.com/bphoto/VSLOwBhi-iZlM9LlWVjWMQ/o.jpg,False,https://www.yelp.com/biz/oh-dumplings-brooklyn-3?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,5,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",5.0,"['pickup', 'delivery']",+13476894231,(347) 689-4231,3278.5750772547376,40.73186619060058,-73.95832832547507,159 Franklin St,,,Brooklyn,11222,US,NY,"['159 Franklin St', 'Brooklyn, NY 11222']",
12,oneivxyaRyF70Dq_If5qkQ,appas-pizza-new-york,Appas Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/bw0mMIQZqdgL9AzZQNJB-w/o.jpg,False,https://www.yelp.com/biz/appas-pizza-new-york?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,33,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,[],+19292800921,(929) 280-0921,2617.17757981385,40.73038,-73.98307,210 1st Ave,,,New York,10009,US,NY,"['210 1st Ave', 'New York, NY 10009']",
13,9Hv_keMw9D-uMZk0VCxUkA,phobar-brooklyn-2,Phobar,https://s3-media4.fl.yelpcdn.com/bphoto/-hModL7rwD3l0Q8qZwWQ6g/o.jpg,False,https://www.yelp.com/biz/phobar-brooklyn-2?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,16,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"['pickup', 'delivery']",+17182320150,(718) 232-0150,3014.1360732794956,40.680054,-73.975013,80 6th Ave,,,Brooklyn,11217,US,NY,"['80 6th Ave', 'Brooklyn, NY 11217']",$$
14,78DHHAhT0vsXpNpvBl_UsA,aunt-butchie-s-of-park-slope-brooklyn-2,Aunt Butchie’s of Park Slope,https://s3-media2.fl.yelpcdn.com/bphoto/RRq_AG7waeSxwGr9jhEMiQ/o.jpg,False,https://www.yelp.com/biz/aunt-butchie-s-of-park-slope-brooklyn-2?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,8,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,[],+17187579756,(718) 757-9756,4050.096309233471,40.670807,-73.984744,383 Fifth Ave,,,Brooklyn,11215,US,NY,"['383 Fifth Ave', 'Brooklyn, NY 11215']",
15,ukOuCRqhVtzOWISD9hN_1g,boon-dee-moo-ka-ta-flushing,Boon Dee Moo Ka Ta,https://s3-media3.fl.yelpcdn.com/bphoto/VNVrwoRejjPg3wagsvj4tQ/o.jpg,False,https://www.yelp.com/biz/boon-dee-moo-ka-ta-flushing?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,35,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,[],+19174561088,(917) 456-1088,15218.413500039547,40.7232811,-73.7999061,168-11 Union Tpke,,,Flushing,11366,US,NY,"['168-11 Union Tpke', 'Flushing, NY 11366']",$$$
16,99guv5pFZiAwxn4TgirhtQ,hang-ah-ri-palisades-park-2,Hang Ah Ri,https://s3-media1.fl.yelpcdn.com/bphoto/xtQXu75IFfxhh8B03D8Qvg/o.jpg,False,https://www.yelp.com/biz/hang-ah-ri-palisades-park-2?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,10,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'pancakes', 'title': 'Pancakes'}]",4.5,['delivery'],+12014824648,(201) 482-4648,15595.004804018277,40.846449377026545,-73.99866454303265,234 Broad Ave,,,Palisades Park,07650,US,NJ,"['234 Broad Ave', 'Palisades Park, NJ 07650']",
17,q7lbzHyqaqa4LdqUxQMR1g,libertine-new-york-3,Libertine,https://s3-media1.fl.yelpcdn.com/bphoto/U-DL8WVqmjqpV_hFT_VkBA/o.jpg,False,https://www.yelp.com/biz/libertine-new-york-3?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,7,"[{'alias': 'french', 'title': 'French'}]",5.0,[],,,3756.2471951544226,40.73297,-74.00763,684 Greenwich St,,,New York,10014,US,NY,"['684 Greenwich St', 'New York, NY 10014']",
18,0oW-t-WufYmoj7lWLnlqBg,jing-li-queens-3,Jing Li,https://s3-media4.fl.yelpcdn.com/bphoto/ckzKaSa9Dj6AXWuxcrxqRQ/o.jpg,False,https://www.yelp.com/biz/jing-li-queens-3?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,7,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['pickup', 'delivery']",+17188970429,(718) 897-0429,10080.476243213136,40.73012,-73.8636,95-34 Queens Blvd,,,Queens,11374,US,NY,"['95-34 Queens Blvd', 'Queens, NY 11374']",
19,wYpRCIoybdjZ6sZblkAxqA,mei-lai-wah-wonton-noodle-new-york,Mei Lai Wah Wonton Noodle,https://s3-media3.fl.yelpcdn.com/bphoto/osb1aH11Rnnko46rYvTNgg/o.jpg,False,https://www.yelp.com/biz/mei-lai-wah-wonton-noodle-new-york?adjust_creative=cvKvtsMbh1ZdKziz4o0JmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cvKvtsMbh1ZdKziz4o0JmQ,3,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.5,"['pickup', 'delivery']",+12129664033,(212) 966-4033,1827.5884258047445,40.71476751601661,-73.99827998131514,23 Pell St,,,New York,10013,US,NY,"['23 Pell St', 'New York, NY 10013']",
